"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","197","User Profile > PROF-05 Profile saves successfully","firefox","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","174","Persistence > PERS-08 Current user survives reload","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","36","Address Shipping > SHIP-15 Shipping form still contains selected method","chromium","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","203","API Internal > API-07 Ticket API returns 201","webkit","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","311","Payment > PAY-08 Valid card payment succeeds","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","59","Persistence > PERS-05 Shipping method persists","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","81","Customer Support > SUP-07 Incomplete support ticket validates","chromium","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","1323","Authentication > AUTH-14 Logout clears login flag","webkit","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","125","Customer Support > SUP-07 Incomplete support ticket validates","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","433","Cart > CART-04 Adding second item updates cart count","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","2809","Payment > PAY-01 Payment opens after valid shipping","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","629","Cart > CART-02 Empty cart message is visible","webkit","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","29","User Profile > PROF-10 Profile remains visible after save","chromium","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","442","Address Shipping > SHIP-04 City field accepts text","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","57","Product > PROD-03 Product names are visible","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","149","Address Shipping > SHIP-07 Shipping method can be changed","chromium","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","309","Authentication > AUTH-11 Signup path creates account","chromium","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","31","Cart > CART-08 Updated quantity changes subtotal","chromium","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","152","API Internal > API-01 Product list API returns status 200","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","129","Address Shipping > SHIP-06 Zip field accepts valid zip","firefox","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","30","Product > PROD-11 Rating text is present","chromium","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","3398","Persistence > PERS-14 User can log back in after persisted logout","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","105","Authentication > AUTH-06 Login hides login navigation link","firefox","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","1196","Authentication > AUTH-13 Logout button is available in profile","webkit","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","3329","Payment > PAY-08 Valid card payment succeeds","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","34","Product > PROD-03 Product names are visible","chromium","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","63","API Internal > API-08 Ticket API returns generated id","chromium","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","1468","Cart > CART-05 Cart table shows added items","webkit","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","51","Customer Support > SUP-02 Support name field is visible","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","1577","Address Shipping > SHIP-01 Shipping page opens from checkout","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","205","Payment > PAY-10 Payment clears cart","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","90","Product > PROD-05 Product categories are visible","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","321","User Profile > PROF-02 Name field is editable","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","89","User Profile > PROF-13 Profile page contains logout button","firefox","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","34","Payment > PAY-13 COD order stores method","firefox","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","69","API Internal > API-08 Ticket API returns generated id","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","1765","Address Shipping > SHIP-08 Invalid address shows validation","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","1971","Product > PROD-08 Category filter works","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","82","Cart > CART-09 Remove button removes an item","chromium","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","46","User Profile > PROF-06 Greeting updates after profile save","chromium","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","758","Customer Support > SUP-09 Support email accepts text","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","836","Customer Support > SUP-15 Support navigation keeps single page app active","firefox","2026-05-29","skipped","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","304","Authentication > AUTH-01 Login page opens from navigation","firefox","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","36","Customer Support > SUP-02 Support name field is visible","chromium","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","141","Payment > PAY-03 Card number accepts text","firefox","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","826","Persistence > PERS-14 User can log back in after persisted logout","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","87","Payment > PAY-03 Card number accepts text","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","165","Payment > PAY-06 Payment method defaults to card","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","197","Customer Support > SUP-05 Support message field is visible","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","63","Cart > CART-08 Updated quantity changes subtotal","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","549","Address Shipping > SHIP-05 State field accepts text","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","42","Payment > PAY-06 Payment method defaults to card","firefox","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","9030","Payment > PAY-11 Cash on delivery option can be selected","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","38","Cart > CART-10 Cart count reflects removal","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","1205","User Profile > PROF-05 Profile saves successfully","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","90","Payment > PAY-05 CVV accepts text","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","144","Customer Support > SUP-08 Support name accepts text","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","204","Authentication > AUTH-06 Login hides login navigation link","webkit","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","48","Product > PROD-10 Stock text is present","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","653","Address Shipping > SHIP-07 Shipping method can be changed","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","33","Address Shipping > SHIP-11 Saved city is stored","firefox","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","753","Address Shipping > SHIP-06 Zip field accepts valid zip","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","738","Customer Support > SUP-08 Support name accepts text","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","451","Product > PROD-15 Product section can recover after no-result search","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","277","User Profile > PROF-14 Empty name saves as User fallback","firefox","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","187","Authentication > AUTH-09 Current user is stored","webkit","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","1276","Cart > CART-09 Remove button removes an item","webkit","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","2340","Persistence > PERS-13 Logout clears only auth state","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","35","Payment > PAY-06 Payment method defaults to card","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","67","API Internal > API-03 Product detail API returns Product 1","chromium","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","243","Product > PROD-04 Product prices are visible","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","246","Address Shipping > SHIP-09 Valid address saves","firefox","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","228","User Profile > PROF-03 Phone field is editable","firefox","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","958","Customer Support > SUP-01 Support page opens","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","186","Customer Support > SUP-03 Support email field is visible","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","1227","Customer Support > SUP-12 Support ticket submits","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","259","API Internal > API-14 API can be called after page navigation","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","174","Product > PROD-06 Search finds Product 2","chromium","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","771","Authentication > AUTH-04 Invalid login shows validation message","firefox","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","47","Address Shipping > SHIP-10 Saved address is stored","chromium","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","32","User Profile > PROF-09 Profile storage has email","firefox","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","2005","Product > PROD-06 Search finds Product 2","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","193","User Profile > PROF-11 Profile link remains available","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","214","Payment > PAY-13 COD order stores method","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","87","Address Shipping > SHIP-13 Returning to cart from nav works","chromium","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","189","Address Shipping > SHIP-11 Saved city is stored","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","106","Authentication > AUTH-13 Logout button is available in profile","chromium","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","30","Product > PROD-10 Stock text is present","chromium","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","68","API Internal > API-13 API product shape has stock","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","59","Product > PROD-11 Rating text is present","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","497","Persistence > PERS-09 Cart storage can be cleared","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","427","Persistence > PERS-02 Profile persists in localStorage","chromium","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","85","Persistence > PERS-15 Persisted profile name displays after login","chromium","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","42","Payment > PAY-15 Payment page remains readable after submit","firefox","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","187","Product > PROD-15 Product section can recover after no-result search","chromium","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","94","Payment > PAY-04 Expiry accepts text","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","32","Customer Support > SUP-05 Support message field is visible","chromium","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","55","Payment > PAY-10 Payment clears cart","firefox","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","148","Customer Support > SUP-12 Support ticket submits","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","34","Cart > CART-15 Cart table hides after clearing","chromium","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","1128","API Internal > API-15 API remains available after reload","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","578","Persistence > PERS-10 Cleared cart remains clear after reload","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","315","Persistence > PERS-01 Cart persists after reload","chromium","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","63","API Internal > API-11 API product shape has price","chromium","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","31","API Internal > API-13 API product shape has stock","chromium","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","3361","Authentication > AUTH-05 Valid login succeeds","webkit","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","189","Authentication > AUTH-10 Profile greeting uses stored user","firefox","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","247","User Profile > PROF-09 Profile storage has email","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","562","User Profile > PROF-04 Email field is editable","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","171","Authentication > AUTH-12 Session remains after reload","chromium","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","286","Address Shipping > SHIP-08 Invalid address shows validation","firefox","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","475","Persistence > PERS-13 Logout clears only auth state","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","35","Payment > PAY-10 Payment clears cart","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","535","Authentication > AUTH-01 Login page opens from navigation","webkit","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","40","Customer Support > SUP-03 Support email field is visible","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","621","Persistence > PERS-04 Shipping address persists","chromium","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","986","Product > PROD-14 No-result search renders empty list","firefox","2026-05-29","failed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","33","Customer Support > SUP-14 Stored support ticket has priority","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","646","Payment > PAY-08 Valid card payment succeeds","firefox","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","36","API Internal > API-09 Payment API approves positive amount","chromium","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","41","Address Shipping > SHIP-10 Saved address is stored","firefox","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","298","Product > PROD-09 Product detail opens","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","187","API Internal > API-13 API product shape has stock","webkit","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","33","Persistence > PERS-08 Current user survives reload","chromium","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","2337","Product > PROD-09 Product detail opens","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","613","Authentication > AUTH-05 Valid login succeeds","firefox","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","126","Payment > PAY-04 Expiry accepts text","firefox","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","194","Address Shipping > SHIP-15 Shipping form still contains selected method","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","554","Cart > CART-12 Checkout button opens shipping","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","39","API Internal > API-04 Missing product API returns null","chromium","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","63","API Internal > API-10 Payment API rejects zero amount","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","335","Address Shipping > SHIP-02 Name field accepts text","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","88","User Profile > PROF-05 Profile saves successfully","chromium","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","2306","Cart > CART-14 Clear cart removes items","webkit","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","45","Payment > PAY-13 COD order stores method","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","29","Product > PROD-12 Add to cart button is visible","chromium","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","55","Authentication > AUTH-07 Login shows profile navigation link","firefox","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","196","Product > PROD-05 Product categories are visible","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","33","Cart > CART-06 Subtotal is calculated","chromium","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","617","Payment > PAY-03 Card number accepts text","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","136","Address Shipping > SHIP-04 City field accepts text","firefox","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","88","Cart > CART-02 Empty cart message is visible","chromium","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","1356","Address Shipping > SHIP-01 Shipping page opens from checkout","firefox","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","265","Authentication > AUTH-04 Invalid login shows validation message","chromium","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","94","Authentication > AUTH-14 Logout clears login flag","chromium","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","136","API Internal > API-01 Product list API returns status 200","webkit","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","309","Cart > CART-14 Clear cart removes items","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","1633","Payment > PAY-01 Payment opens after valid shipping","firefox","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","103","User Profile > PROF-03 Phone field is editable","chromium","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","194","API Internal > API-03 Product detail API returns Product 1","webkit","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","191","Persistence > PERS-13 Logout clears only auth state","chromium","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","152","API Internal > API-09 Payment API approves positive amount","webkit","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","77","Authentication > AUTH-02 Email field is visible","firefox","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","223","Product > PROD-07 Clear search restores products","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","44","Product > PROD-04 Product prices are visible","chromium","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","31","Product > PROD-02 Product list has three items","chromium","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","1819","User Profile > PROF-07 Load profile button restores saved values","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","180","Product > PROD-02 Product list has three items","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","102","Customer Support > SUP-09 Support email accepts text","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","306","Product > PROD-01 Product page shows heading","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","26","User Profile > PROF-09 Profile storage has email","chromium","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","190","User Profile > PROF-01 Profile page opens","firefox","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","1573","User Profile > PROF-12 Profile values survive reload","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","127","Cart > CART-05 Cart table shows added items","chromium","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","184","Product > PROD-11 Rating text is present","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","1221","Persistence > PERS-15 Persisted profile name displays after login","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","2246","Cart > CART-04 Adding second item updates cart count","webkit","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","1447","Payment > PAY-11 Cash on delivery option can be selected","firefox","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","80","Customer Support > SUP-09 Support email accepts text","chromium","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","2455","Persistence > PERS-01 Cart persists after reload","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","1787","Product > PROD-13 Brand search works","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","343","API Internal > API-03 Product detail API returns Product 1","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","316","User Profile > PROF-03 Phone field is editable","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","182","Customer Support > SUP-04 Support subject field is visible","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","208","Cart > CART-09 Remove button removes an item","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","187","Product > PROD-10 Stock text is present","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","239","Address Shipping > SHIP-09 Valid address saves","chromium","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","90","Customer Support > SUP-15 Support navigation keeps single page app active","chromium","2026-05-29","skipped","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","262","Payment > PAY-12 Cash on delivery payment succeeds without card number","firefox","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","36","User Profile > PROF-11 Profile link remains available","firefox","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","203","User Profile > PROF-13 Profile page contains logout button","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","176","Cart > CART-12 Checkout button opens shipping","chromium","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","93","Address Shipping > SHIP-03 Address field accepts text","chromium","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","319","Product > PROD-06 Search finds Product 2","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","86","Customer Support > SUP-10 Support subject accepts text","chromium","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","184","Product > PROD-03 Product names are visible","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","304","Address Shipping > SHIP-03 Address field accepts text","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","142","Cart > CART-04 Adding second item updates cart count","chromium","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","185","Cart > CART-13 Cart data exists in localStorage","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","23","User Profile > PROF-08 Profile storage has phone number","chromium","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","192","Authentication > AUTH-02 Email field is visible","webkit","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","119","Customer Support > SUP-01 Support page opens","chromium","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","1760","Payment > PAY-07 Invalid card is rejected","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","1843","Persistence > PERS-01 Cart persists after reload","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","922","Persistence > PERS-07 Login state survives reload","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","140","User Profile > PROF-02 Name field is editable","firefox","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","77","Product > PROD-07 Clear search restores products","chromium","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","144","Address Shipping > SHIP-03 Address field accepts text","firefox","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","87","Customer Support > SUP-12 Support ticket submits","chromium","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","1105","Persistence > PERS-02 Profile persists in localStorage","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","226","Persistence > PERS-03 Profile loads after reload","chromium","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","6543","Persistence > PERS-04 Shipping address persists","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","38","Payment > PAY-14 Order id is generated","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
